airportCode,airportName,cityName,countryName,similar,url
ABV,Abuja Nnamdi Azikiwe International,Abuja,Nigeria,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
ABZ,Aberdeen,Aberdeen,Scotland,"['budapest', 'kuala-lumpur', 'amsterdam', 'lisbon', 'the-hague', 'kigali', 'dublin', 'geneva', 'london', 'amsterdam', 'paris', 'berlin', 'vienna', 'budapest', 'lisbon', 'new-york-city', 'toronto', 'seoul', 'chiang-mai', 'bangkok', 'kuala-lumpur', 'singapore', 'ubud']",https://nomadlist.com/assets/img/cities/aberdeen-united-kingdom-500px.jpg
ACC,Accra Kotoka Intl,Accra,Ghana,"['dakar', 'seville', 'lagos', 'medellin', 'paris', 'dakar', 'nairobi', 'cairo', 'dahab', 'dar-es-salaam', 'cape-town', 'dubai', 'medellin', 'washington', 'indianapolis', 'chiang-mai', 'bangkok', 'seattle', 'san-diego', 'san-francisco']",https://nomadlist.com/assets/img/cities/accra-ghana-500px.jpg
ACE,Arrecife-Lanzarote,Lanzarote,Spain,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
AGP,Malaga Airport,Malaga,Spain,"['granada', 'seville', 'barcelona', 'amsterdam', 'paris', 'tarifa', 'madrid', 'athens', 'glasgow', 'alicante', 'tangier', 'bangkok', 'madrid', 'lisbon', 'barcelona', 'paris', 'rome', 'london', 'amsterdam', 'prague', 'berlin', 'budapest', 'new-york-city', 'san-francisco', 'bangkok', 'kuala-lumpur', 'singapore']",https://nomadlist.com/assets/img/cities/malaga-spain-500px.jpg
ALC,Alicante,Alicante,Spain,"['barcelona', 'valencia', 'lisbon', 'bilbao', 'tenerife', 'marbella', 'madrid', 'osaka', 'malaga', 'verona', 'marrakesh', 'medellin', 'valencia', 'madrid', 'barcelona', 'lisbon', 'paris', 'london', 'amsterdam', 'prague', 'berlin', 'istanbul', 'chiang-mai', 'hanoi', 'bangkok', 'hong-kong', 'singapore']",https://nomadlist.com/assets/img/cities/alicante-spain-500px.jpg
ALG,Algiers,Algiers,Algeria,"['brussels', 'rabat', 'madrid', 'rabat', 'paris', 'brussels', 'montreal', 'orlando', 'bangkok', 'honolulu']",https://nomadlist.com/assets/img/cities/algiers-algeria-500px.jpg
AMM,Amman,Amman,Jordan,"['dammam-saudi-arabia', 'tel-aviv', 'dubai', 'cairo', 'istanbul', 'nairobi', 'bangkok', 'warsaw', 'jeddah', 'san-francisco', 'doha', 'portland', 'istanbul', 'dubai', 'berlin', 'barcelona', 'paris', 'amsterdam', 'london', 'bangkok', 'kuala-lumpur', 'hong-kong', 'singapore', 'tokyo', 'new-york-city', 'san-francisco', 'los-angeles']",https://nomadlist.com/assets/img/cities/amman-jordan-500px.jpg
AMS,Amsterdam,Amsterdam,Netherlands,"['berlin', 'paris', 'brussels', 'london', 'new-york-city', 'barcelona', 'prague', 'rotterdam', 'copenhagen', 'lisbon', 'cape-town', 'bangkok', 'brussels', 'london', 'paris', 'berlin', 'prague', 'budapest', 'barcelona', 'rome', 'lisbon', 'new-york-city', 'san-francisco', 'los-angeles', 'bangkok', 'hong-kong', 'tokyo']",https://nomadlist.com/assets/img/cities/amsterdam-netherlands-500px.jpg
ANU,Antigua,Antigua,Antigua and Barbuda,"['guatemala-city', 'panajachel', 'mexico-city', 'lisbon', 'san-jose-costa-rica', 'tamarindo', 'madrid', 'playa-del-carmen', 'paris', 'seattle', 'berlin', 'san-pedro', 'playa-del-carmen', 'mexico-city', 'panama-city', 'medellin', 'new-york-city', 'san-diego', 'los-angeles', 'san-francisco', 'lisbon', 'london', 'paris', 'amsterdam', 'barcelona', 'hanoi', 'bangkok']",https://nomadlist.com/assets/img/cities/antigua-guatemala-500px.jpg
ARN,Stockholm-Arlanda,Stockholm,Sweden,"['berlin', 'copenhagen', 'gothenburg', 'helsinki', 'london', 'amsterdam', 'oslo', 'bangkok', 'tallinn', 'barcelona', 'paris', 'stuttgart', 'copenhagen', 'berlin', 'amsterdam', 'budapest', 'london', 'paris', 'rome', 'barcelona', 'lisbon', 'new-york-city', 'tokyo', 'hong-kong', 'bangkok', 'san-francisco', 'singapore']",https://nomadlist.com/assets/img/cities/stockholm-sweden-500px.jpg
ATH,Athens,Athens,Greece,"['santorini', 'london', 'budapest', 'mykonos', 'sofia', 'barcelona', 'berlin', 'rome', 'thessaloniki', 'sliema', 'lisbon', 'istanbul', 'rome', 'budapest', 'vienna', 'prague', 'berlin', 'barcelona', 'paris', 'amsterdam', 'london', 'lisbon', 'chiang-mai', 'bangkok', 'new-york-city', 'singapore', 'san-francisco']",https://nomadlist.com/assets/img/cities/athens-greece-500px.jpg
ATL,Atlanta,Atlanta,USA,"['new-york-city', 'boston', 'los-angeles', 'denver', 'seattle', 'detroit', 'lisbon', 'oslo', 'sydney', 'san-juan', 'san-diego', 'cleveland', 'chicago', 'new-york-city', 'las-vegas', 'los-angeles', 'san-francisco', 'lisbon', 'london', 'paris', 'amsterdam', 'barcelona', 'berlin', 'munich', 'prague', 'tokyo', 'bangkok']",https://nomadlist.com/assets/img/cities/atlanta-ga-united-states-500px.jpg
AUH,Abu Dhabi International,Abu Dhabi,UAE,"['dubai', 'bangkok', 'phuket', 'kuala-lumpur', 'singapore', 'istanbul', 'sydney', 'stockholm', 'kyoto', 'san-diego', 'miami', 'orlando', 'dubai', 'istanbul', 'berlin', 'chiang-mai', 'bangkok', 'phuket', 'barcelona', 'amsterdam', 'london', 'singapore', 'lisbon', 'ubud', 'new-york-city', 'miami', 'san-francisco']",https://nomadlist.com/assets/img/cities/abu-dhabi-united-arab-emirates-500px.jpg
AUS,Austin-Bergstrom,Austin,USA,"['dallas', 'san-francisco', 'new-york-city', 'los-angeles', 'albuquerque', 'detroit', 'mexico-city', 'portland', 'seattle', 'chicago', 'colorado-springs', 'san-diego', 'chicago', 'las-vegas', 'los-angeles', 'san-francisco', 'new-york-city', 'portland', 'london', 'paris', 'barcelona', 'berlin', 'prague', 'hong-kong', 'chiang-mai', 'bangkok', 'singapore']",https://nomadlist.com/assets/img/cities/austin-tx-united-states-500px.jpg
BAH,Bahrain,Bahrain,Bahrain,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
BCN,Barcelona,Barcelona,Spain,"['paris', 'london', 'madrid', 'lisbon', 'berlin', 'valencia', 'amsterdam', 'new-york-city', 'prague', 'budapest', 'bangkok', 'andorra-la-vella', 'madrid', 'paris', 'lisbon', 'london', 'amsterdam', 'vienna', 'prague', 'budapest', 'berlin', 'new-york-city', 'chiang-mai', 'san-francisco', 'bangkok', 'tokyo', 'singapore']",https://nomadlist.com/assets/img/cities/barcelona-spain-500px.jpg
BDA,Bermuda,Bermuda,Bermuda,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
BER,Berlin - All Airports,Berlin,Germany,"['prague', 'amsterdam', 'london', 'cologne', 'stockholm', 'budapest', 'barcelona', 'vienna', 'hamburg', 'paris', 'munich', 'copenhagen', 'prague', 'munich', 'vienna', 'amsterdam', 'budapest', 'paris', 'london', 'barcelona', 'lisbon', 'new-york-city', 'chiang-mai', 'bangkok', 'tokyo', 'san-francisco', 'singapore']",https://nomadlist.com/assets/img/cities/berlin-germany-500px.jpg
BEY,Beirut,Beirut,Lebanon,"['dubai', 'london', 'johannesburg', 'riyadh', 'milan', 'istanbul', 'los-angeles', 'sliema', 'amman', 'detroit', 'san-francisco', 'groningen', 'istanbul', 'dubai', 'rome', 'vienna', 'berlin', 'barcelona', 'amsterdam', 'paris', 'london', 'hong-kong', 'tokyo', 'new-york-city', 'las-vegas', 'san-francisco', 'los-angeles']",https://nomadlist.com/assets/img/cities/beirut-lebanon-500px.jpg
BFS,Belfast - All Airports,Belfast,N Ireland,"['london', 'dublin', 'cologne', 'barcelona', 'berlin', 'budapest', 'glasgow', 'prague', 'paris', 'bangkok', 'new-york-city', 'galway', 'dublin', 'london', 'amsterdam', 'paris', 'berlin', 'prague', 'barcelona', 'vienna', 'lisbon', 'budapest', 'new-york-city', 'san-francisco', 'los-angeles', 'tokyo', 'bangkok']",https://nomadlist.com/assets/img/cities/belfast-united-kingdom-500px.jpg
BGI,Barbados,Barbados,Barbados,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
BHD,Belfast City Airport,Belfast,N Ireland,"['london', 'dublin', 'cologne', 'barcelona', 'berlin', 'budapest', 'glasgow', 'prague', 'paris', 'bangkok', 'new-york-city', 'galway', 'dublin', 'london', 'amsterdam', 'paris', 'berlin', 'prague', 'barcelona', 'vienna', 'lisbon', 'budapest', 'new-york-city', 'san-francisco', 'los-angeles', 'tokyo', 'bangkok']",https://nomadlist.com/assets/img/cities/belfast-united-kingdom-500px.jpg
BIO,Bilbao,Bilbao,Spain,"['madrid', 'dublin', 'barcelona', 'berlin', 'san-sebastian', 'bordeaux', 'bangkok', 'chiang-mai', 'london', 'las-palmas', 'tallinn', 'brisbane', 'madrid', 'barcelona', 'valencia', 'seville', 'lisbon', 'paris', 'london', 'prague', 'berlin', 'vienna', 'bratislava', 'budapest', 'belgrade', 'las-palmas', 'athens']",https://nomadlist.com/assets/img/cities/bilbao-spain-500px.jpg
BJS,Beijing - All Airports,Beijing,China,"['shanghai', 'hong-kong', 'chiang-mai', 'chicago', 'london', 'tokyo', 'kuala-lumpur', 'manila', 'seoul', 'bangkok', 'warsaw', 'pyongyang', 'shanghai', 'hong-kong', 'tokyo', 'chiang-mai', 'bangkok', 'kuala-lumpur', 'singapore', 'berlin', 'prague', 'amsterdam', 'london', 'paris', 'barcelona', 'san-francisco', 'new-york-city']",https://nomadlist.com/assets/img/cities/beijing-china-500px.jpg
BKK,Bangkok,Bangkok,Thailand,"['chiang-mai', 'phuket', 'kuala-lumpur', 'singapore', 'hong-kong', 'ho-chi-minh-city', 'ubud', 'ko-samui', 'canggu', 'siem-reap', 'ko-pha-ngan', 'ko-lanta', 'chiang-mai', 'phuket', 'ho-chi-minh-city', 'kuala-lumpur', 'singapore', 'hong-kong', 'ubud', 'canggu', 'tokyo', 'berlin', 'amsterdam', 'paris', 'london', 'barcelona', 'new-york-city']",https://nomadlist.com/assets/img/cities/bangkok-thailand-500px.jpg
BLL,Billund,Billund,Denmark,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
BLQ,Bologna,Bologna,Italy,"['florence', 'munich', 'barcelona', 'budapest', 'rome', 'milan', 'wroclaw', 'dusseldorf', 'bucharest', 'verona', 'paris', 'ljubljana', 'florence', 'rome', 'vienna', 'prague', 'budapest', 'barcelona', 'paris', 'berlin', 'amsterdam', 'london', 'madrid', 'porto', 'stockholm', 'lisbon', 'san-francisco']",https://nomadlist.com/assets/img/cities/bologna-italy-500px.jpg
BLR,Kempegowda Intl,Bengaluru,India,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
BNA,Nashville,Nashville,USA,"['dallas', 'san-francisco', 'new-york-city', 'new-orleans', 'detroit', 'las-vegas', 'chicago', 'cleveland', 'austin', 'seattle', 'amsterdam', 'cairns', 'chicago', 'dallas', 'austin', 'new-york-city', 'las-vegas', 'san-francisco', 'london', 'amsterdam', 'paris', 'berlin', 'rome', 'budapest', 'hanoi', 'chiang-mai', 'ho-chi-minh-city']",https://nomadlist.com/assets/img/cities/nashville-tn-united-states-500px.jpg
BOD,Bordeaux,Bordeaux,France,"['paris', 'london', 'toulouse', 'amsterdam', 'lyon', 'geneva', 'copenhagen', 'barcelona', 'edinburgh', 'madrid', 'biarritz', 'zadar', 'biarritz', 'toulouse', 'lyon', 'barcelona', 'paris', 'nice', 'london', 'brussels', 'amsterdam', 'lisbon', 'prague', 'berlin', 'vienna', 'singapore', 'canggu']",https://nomadlist.com/assets/img/cities/bordeaux-france-500px.jpg
BOM,Mumbai,Mumbai,India,"['goa', 'bangalore', 'delhi', 'pune', 'kuala-lumpur', 'jaipur', 'dubai', 'bangkok', 'london', 'surat', 'ahmedabad', 'aurangabad', 'goa', 'bangalore', 'jaipur', 'kochi', 'delhi', 'colombo', 'bangkok', 'istanbul', 'helsinki', 'rome', 'stockholm', 'sydney', 'new-york-city', 'san-francisco', 'sao-paulo']",https://nomadlist.com/assets/img/cities/mumbai-india-500px.jpg
BOS,Boston Edward L Logan International,Boston,USA,"['new-york-city', 'san-francisco', 'chicago', 'washington', 'london', 'montreal', 'los-angeles', 'austin', 'las-vegas', 'seattle', 'rio-de-janeiro', 'toronto', 'new-york-city', 'washington', 'las-vegas', 'los-angeles', 'san-francisco', 'london', 'paris', 'amsterdam', 'barcelona', 'berlin', 'prague', 'vienna', 'budapest', 'tokyo', 'bangkok']",https://nomadlist.com/assets/img/cities/boston-ma-united-states-500px.jpg
BRU,Brussels Airport,Brussels,Belgium,"['amsterdam', 'paris', 'london', 'bruges', 'berlin', 'luxembourg', 'ghent', 'lille', 'utrecht', 'prague', 'new-york-city', 'lisbon', 'amsterdam', 'paris', 'london', 'berlin', 'prague', 'copenhagen', 'vienna', 'barcelona', 'budapest', 'rome', 'madrid', 'lisbon', 'new-york-city', 'san-francisco', 'tokyo']",https://nomadlist.com/assets/img/cities/brussels-belgium-500px.jpg
BSL,Basle Mulhouse Euroairport Swiss Ch,Basle,Switzerland,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
BUD,Budapest,Budapest,Hungary,"['vienna', 'prague', 'berlin', 'bratislava', 'barcelona', 'belgrade', 'london', 'lisbon', 'zagreb', 'amsterdam', 'krakow', 'paris', 'vienna', 'prague', 'warsaw', 'berlin', 'amsterdam', 'paris', 'london', 'barcelona', 'madrid', 'lisbon', 'new-york-city', 'chiang-mai', 'bangkok', 'kuala-lumpur', 'singapore']",https://nomadlist.com/assets/img/cities/budapest-hungary-500px.jpg
BUE,Buenos Aires - All Airports,Buenos Aires,Argentina,"['montevideo', 'santiago', 'mendoza', 'sao-paulo', 'cordoba', 'lima', 'ushuaia', 'rio-de-janeiro', 'new-york-city', 'mexico-city', 'la-paz', 'barcelona', 'santiago', 'rio-de-janeiro', 'medellin', 'new-york-city', 'lisbon', 'los-angeles', 'san-francisco', 'barcelona', 'paris', 'london', 'amsterdam', 'prague', 'berlin', 'bangkok', 'chiang-mai']",https://nomadlist.com/assets/img/cities/buenos-aires-argentina-500px.jpg
BUH,Bucharest - All Airports,Bucharest,Romania,"['brasov', 'london', 'budapest', 'berlin', 'sofia', 'belgrade', 'athens', 'lisbon', 'istanbul', 'barcelona', 'varna', 'amsterdam', 'sofia', 'istanbul', 'belgrade', 'budapest', 'vienna', 'prague', 'rome', 'berlin', 'amsterdam', 'paris', 'barcelona', 'london', 'lisbon', 'new-york-city', 'bangkok']",https://nomadlist.com/assets/img/cities/bucharest-romania-500px.jpg
BWI,Baltimore Wash.Intl,Baltimore,USA,"['san-francisco', 'washington', 'berlin', 'philadelphia', 'montreal', 'new-york-city', 'dallas', 'orlando', 'boston', 'richmond', 'sydney', 'sao-paulo', 'washington', 'new-york-city', 'toronto', 'boston', 'chicago', 'st-louis', 'orlando', 'new-orleans', 'san-diego', 'san-francisco', 'london', 'amsterdam', 'berlin', 'munich', 'dubai']",https://nomadlist.com/assets/img/cities/baltimore-md-united-states-500px.jpg
CAI,Cairo,Cairo,Egypt,"['dahab', 'amman', 'luxor', 'alexandria', 'rome', 'warsaw', 'amsterdam', 'seattle', 'dublin', 'turin', 'hamburg', 'tunis', 'istanbul', 'budapest', 'berlin', 'barcelona', 'paris', 'amsterdam', 'london', 'lisbon', 'chiang-mai', 'bangkok', 'kuala-lumpur', 'ho-chi-minh-city', 'singapore', 'tokyo', 'los-angeles']",https://nomadlist.com/assets/img/cities/cairo-egypt-500px.jpg
CDG,Paris Charles De Gaulle,Paris,France,"['london', 'amsterdam', 'barcelona', 'brussels', 'berlin', 'new-york-city', 'prague', 'milan', 'lisbon', 'budapest', 'lyon', 'bordeaux', 'london', 'amsterdam', 'barcelona', 'berlin', 'prague', 'budapest', 'lisbon', 'new-york-city', 'san-francisco', 'los-angeles', 'bangkok', 'hong-kong', 'kuala-lumpur', 'singapore', 'ubud']",https://nomadlist.com/assets/img/cities/paris-france-500px.jpg
CFU,Kerkyra,Kerkyra,Greece,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
CHI,Chicago - All Airports,Chicago,USA,"['new-york-city', 'san-francisco', 'boston', 'los-angeles', 'seattle', 'austin', 'london', 'bangkok', 'detroit', 'las-vegas', 'miami', 'washington', 'washington', 'new-york-city', 'las-vegas', 'los-angeles', 'san-francisco', 'london', 'amsterdam', 'paris', 'barcelona', 'berlin', 'prague', 'buenos-aires', 'tokyo', 'hong-kong', 'bangkok']",https://nomadlist.com/assets/img/cities/chicago-il-united-states-500px.jpg
CPH,Copenhagen,Copenhagen,Denmark,"['berlin', 'stockholm', 'oslo', 'malmo', 'barcelona', 'london', 'amsterdam', 'hamburg', 'new-york-city', 'lisbon', 'arendal', 'bangkok', 'berlin', 'stockholm', 'amsterdam', 'prague', 'london', 'budapest', 'paris', 'barcelona', 'lisbon', 'new-york-city', 'bangkok', 'tokyo', 'san-francisco', 'los-angeles', 'canggu']",https://nomadlist.com/assets/img/cities/copenhagen-denmark-500px.jpg
CPT,Cape Town,Cape Town,South Africa,"['amsterdam', 'johannesburg', 'london', 'bangkok', 'durban', 'istanbul', 'canggu', 'brussels', 'munich', 'lisbon', 'dubai', 'buenos-aires', 'barcelona', 'lisbon', 'budapest', 'paris', 'kuala-lumpur', 'berlin', 'singapore', 'london', 'amsterdam', 'ubud', 'bangkok', 'chiang-mai', 'hong-kong', 'new-york-city', 'tokyo']",https://nomadlist.com/assets/img/cities/cape-town-south-africa-500px.jpg
CTA,Catania,Catania,Italy,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
CUN,Cancun,Cancun,Mexico,"['playa-del-carmen', 'tulum', 'paris', 'miami', 'havana', 'mexico-city', 'panama-city', 'caye-caulker', 'boston', 'las-vegas', 'los-angeles', 'merida', 'playa-del-carmen', 'miami', 'mexico-city', 'new-york-city', 'las-vegas', 'los-angeles', 'san-francisco', 'madrid', 'london', 'paris', 'barcelona', 'berlin', 'prague', 'chiang-mai', 'bangkok']",https://nomadlist.com/assets/img/cities/cancun-mexico-500px.jpg
DBV,Dubrovnik,Dubrovnik,Croatia,"['split', 'kotor', 'london', 'mostar', 'zagreb', 'sofia', 'sarajevo', 'geneva', 'berlin', 'paris', 'birmingham', 'helsinki', 'split', 'budapest', 'vienna', 'munich', 'berlin', 'barcelona', 'paris', 'amsterdam', 'london', 'lisbon', 'chiang-mai', 'bangkok', 'ho-chi-minh-city', 'kuala-lumpur', 'singapore']",https://nomadlist.com/assets/img/cities/dubrovnik-croatia-500px.jpg
DEL,Delhi,Delhi,India,"['bangkok', 'agra', 'mumbai', 'bangalore', 'jaipur', 'varanasi', 'rishikesh', 'san-francisco', 'goa', 'pune', 'london', 'kathmandu', 'jaipur', 'mumbai', 'chiang-mai', 'bangkok', 'kuala-lumpur', 'singapore', 'berlin', 'tokyo', 'amsterdam', 'paris', 'london', 'barcelona', 'new-york-city', 'san-francisco', 'los-angeles']",https://nomadlist.com/assets/img/cities/delhi-india-500px.jpg
DEN,Denver,Denver,USA,"['san-francisco', 'salt-lake-city', 'chicago', 'los-angeles', 'new-york-city', 'mexico-city', 'dallas', 'cleveland', 'las-vegas', 'new-orleans', 'austin', 'seattle', 'las-vegas', 'austin', 'los-angeles', 'chicago', 'san-francisco', 'new-york-city', 'london', 'amsterdam', 'paris', 'madrid', 'berlin', 'barcelona', 'prague', 'vienna', 'tokyo']",https://nomadlist.com/assets/img/cities/denver-co-united-states-500px.jpg
DFW,Dallas Fort Worth International,Dallas Fort Worth,USA,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
DME,Moscow - Domodedevo,Moscow,Russia,"['saint-petersburg', 'berlin', 'minsk', 'budapest', 'kiev', 'amsterdam', 'new-york-city', 'lisbon', 'bangkok', 'london', 'kharkiv', 'paris', 'saint-petersburg', 'minsk', 'kiev', 'riga', 'budapest', 'berlin', 'prague', 'vienna', 'amsterdam', 'paris', 'london', 'barcelona', 'porto', 'lisbon', 'bangkok']",https://nomadlist.com/assets/img/cities/moscow-russia-500px.jpg
DUB,Dublin,Dublin,Ireland,"['london', 'berlin', 'barcelona', 'belfast', 'amsterdam', 'bilbao', 'paris', 'vienna', 'galway', 'lisbon', 'bangkok', 'san-francisco', 'london', 'amsterdam', 'brussels', 'paris', 'berlin', 'munich', 'prague', 'barcelona', 'lisbon', 'vienna', 'budapest', 'new-york-city', 'san-francisco', 'bangkok', 'singapore']",https://nomadlist.com/assets/img/cities/dublin-ireland-500px.jpg
DUR,Durban King Shaka Intl,Durban,South Africa,"['seoul', 'cape-town', 'maputo', 'johannesburg', 'canggu', 'dubai', 'hong-kong', 'bangkok', 'nairobi', 'berlin', 'port-elizabeth', 'paris', 'johannesburg', 'port-elizabeth', 'cape-town', 'windhoek', 'dubai', 'kuala-lumpur', 'singapore', 'bangkok', 'chiang-mai', 'hong-kong', 'beijing']",https://nomadlist.com/assets/img/cities/durban-south-africa-500px.jpg
DUS,Dusseldorf,Dusseldorf,Germany,"['utrecht', 'cologne', 'amsterdam', 'berlin', 'bangkok', 'dublin', 'munich', 'london', 'brussels', 'zurich', 'kassel', 'frankfurt', 'amsterdam', 'paris', 'berlin', 'prague', 'copenhagen', 'edinburgh', 'barcelona', 'lisbon', 'new-york-city', 'chiang-mai', 'bangkok', 'hong-kong', 'singapore', 'ubud', 'sydney']",https://nomadlist.com/assets/img/cities/dusseldorf-germany-500px.jpg
DXB,Dubai,Dubai,UAE,"['london', 'bangkok', 'manama', 'athens', 'amsterdam', 'geneva', 'manila', 'sliema', 'abu-dhabi', 'cape-town', 'riyadh', 'zurich', 'chiang-mai', 'berlin', 'bangkok', 'amsterdam', 'barcelona', 'paris', 'london', 'kuala-lumpur', 'singapore', 'hong-kong', 'lisbon', 'ubud', 'tokyo', 'new-york-city', 'san-francisco']",https://nomadlist.com/assets/img/cities/dubai-united-arab-emirates-500px.jpg
EDI,Edinburgh,Edinburgh,Scotland,"['london', 'berlin', 'dublin', 'barcelona', 'paris', 'belfast', 'shrewsbury', 'dusseldorf', 'hong-kong', 'newcastle-upon-tyne', 'glasgow', 'san-francisco', 'dublin', 'london', 'amsterdam', 'paris', 'berlin', 'prague', 'barcelona', 'budapest', 'lisbon', 'new-york-city', 'san-francisco', 'chiang-mai', 'bangkok', 'ho-chi-minh-city', 'kuala-lumpur']",https://nomadlist.com/assets/img/cities/edinburgh-united-kingdom-500px.jpg
EWR,Newark Nj,New York,USA,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
EZE,Buenos Aires - Ministro Pistar,Buenos Aires,Argentina,"['montevideo', 'santiago', 'mendoza', 'sao-paulo', 'cordoba', 'lima', 'ushuaia', 'rio-de-janeiro', 'new-york-city', 'mexico-city', 'la-paz', 'barcelona', 'santiago', 'rio-de-janeiro', 'medellin', 'new-york-city', 'lisbon', 'los-angeles', 'san-francisco', 'barcelona', 'paris', 'london', 'amsterdam', 'prague', 'berlin', 'bangkok', 'chiang-mai']",https://nomadlist.com/assets/img/cities/buenos-aires-argentina-500px.jpg
FAO,Faro,Faro,Portugal,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
FCO,Rome-Fiumicino,Rome,Italy,"['florence', 'vatican-city', 'naples', 'lisbon', 'barcelona', 'paris', 'venice', 'berlin', 'milan', 'madrid', 'new-york-city', 'athens', 'florence', 'budapest', 'barcelona', 'prague', 'paris', 'berlin', 'amsterdam', 'madrid', 'london', 'lisbon', 'new-york-city', 'chiang-mai', 'bangkok', 'san-francisco', 'los-angeles']",https://nomadlist.com/assets/img/cities/rome-italy-500px.jpg
FLL,Fort Lauderdale,Fort Lauderdale,USA,"['new-york-city', 'boston', 'orlando', 'des-moines', 'mexico-city', 'san-francisco', 'bangkok', 'oslo', 'miami', 'austin', 'washington', 'playa-del-carmen', 'miami', 'orlando', 'playa-del-carmen', 'new-york-city', 'san-diego', 'san-francisco', 'london', 'barcelona', 'copenhagen', 'berlin', 'prague', 'vienna', 'budapest', 'chiang-mai', 'bangkok']",https://nomadlist.com/assets/img/cities/fort-lauderdale-fl-united-states-500px.jpg
FLR,Florence,Florence,Italy,"['rome', 'venice', 'milan', 'paris', 'bologna', 'pisa', 'london', 'new-york-city', 'naples', 'prague', 'genoa', 'siena', 'venice', 'rome', 'milan', 'vienna', 'budapest', 'prague', 'barcelona', 'paris', 'berlin', 'amsterdam', 'london', 'lisbon', 'new-york-city', 'bangkok', 'san-francisco']",https://nomadlist.com/assets/img/cities/florence-italy-500px.jpg
FNC,Funchal,Funchal,Portugal,"['lisbon', 'porto', 'valencia', 'budapest', 'berlin', 'aalborg', 'lisbon', 'madrid', 'valencia', 'barcelona', 'rome', 'amsterdam', 'prague', 'berlin', 'budapest', 'new-york-city', 'chiang-mai', 'bangkok', 'tokyo', 'kuala-lumpur', 'ubud']",https://nomadlist.com/assets/img/cities/funchal-madeira-portugal-500px.jpg
FRA,Frankfurt,Frankfurt,Germany,"['palma', 'munich', 'london', 'bristol', 'paris', 'amsterdam', 'singapore', 'berlin', 'barcelona', 'hamburg', 'cologne', 'porto', 'munich', 'amsterdam', 'berlin', 'paris', 'vienna', 'london', 'budapest', 'barcelona', 'stockholm', 'madrid', 'lisbon', 'new-york-city', 'san-francisco', 'los-angeles', 'tokyo']",https://nomadlist.com/assets/img/cities/frankfurt-germany-500px.jpg
GCM,Grand Cayman,Grand Cayman,Cayman Islands,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
GIB,Gibraltar,Gibraltar,Gibraltar,"['london', 'tarifa', 'barcelona', 'marbella', 'belfast', 'cape-town', 'marrakesh', 'geneva', 'granada', 'lisbon', 'lisbon', 'barcelona', 'paris', 'london', 'munich', 'amsterdam', 'berlin', 'budapest', 'new-york-city', 'los-angeles', 'chiang-mai', 'bangkok', 'tokyo', 'kuala-lumpur', 'ubud']",https://nomadlist.com/assets/img/cities/gibraltar-gibraltar-500px.jpg
GIG,Galeao-A.C Jobim International,Rio De Janeiro,Brazil,"['sao-paulo', 'buenos-aires', 'salvador', 'santiago', 'medellin', 'london', 'belo-horizonte', 'san-francisco', 'new-york-city', 'florianopolis', 'lima', 'boston', 'sao-paulo', 'buenos-aires', 'santiago', 'lisbon', 'new-york-city', 'barcelona', 'paris', 'london', 'amsterdam', 'prague', 'budapest', 'berlin', 'los-angeles', 'san-francisco', 'bangkok']",https://nomadlist.com/assets/img/cities/rio-de-janeiro-brazil-500px.jpg
GLA,Glasgow,Glasgow,Scotland,"['london', 'edinburgh', 'dublin', 'toronto', 'milan', 'liverpool', 'belfast', 'madrid', 'copenhagen', 'singapore', 'tulum', 'galway', 'edinburgh', 'dublin', 'london', 'amsterdam', 'paris', 'berlin', 'prague', 'barcelona', 'budapest', 'new-york-city', 'san-francisco', 'los-angeles', 'chiang-mai', 'tokyo', 'bangkok']",https://nomadlist.com/assets/img/cities/glasgow-united-kingdom-500px.jpg
GND,Grenada,Grenada,Grenada,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
