airportCode,airportName,cityName,countryName,similar,url
PEK,Beijing,Beijing,China,"['shanghai', 'hong-kong', 'chiang-mai', 'chicago', 'london', 'tokyo', 'kuala-lumpur', 'manila', 'seoul', 'bangkok', 'warsaw', 'pyongyang', 'shanghai', 'hong-kong', 'tokyo', 'chiang-mai', 'bangkok', 'kuala-lumpur', 'singapore', 'berlin', 'prague', 'amsterdam', 'london', 'paris', 'barcelona', 'san-francisco', 'new-york-city']",https://nomadlist.com/assets/img/cities/beijing-china-500px.jpg
PFO,Paphos,Paphos,Cyprus,"['nottingham', 'larnaca', 'rome', 'amsterdam', 'bucharest', 'thessaloniki', 'athens', 'limassol', 'basel', 'cairo', 'tbilisi', 'bournemouth', 'athens', 'bucharest', 'budapest', 'rome', 'berlin', 'barcelona', 'amsterdam', 'london', 'lisbon', 'bangkok', 'hong-kong', 'kuala-lumpur', 'singapore', 'new-york-city', 'ubud']",https://nomadlist.com/assets/img/cities/paphos-cyprus-500px.jpg
PHL,Philadelphia,Philadelphia,USA,"['new-york-city', 'washington', 'san-francisco', 'bangkok', 'seattle', 'austin', 'manila', 'baltimore', 'miami', 'denver', 'medellin', 'playa-del-carmen', 'new-york-city', 'washington', 'las-vegas', 'los-angeles', 'san-francisco', 'london', 'paris', 'amsterdam', 'barcelona', 'berlin', 'prague', 'vienna', 'budapest', 'tokyo', 'bangkok']",https://nomadlist.com/assets/img/cities/philadelphia-pa-united-states-500px.jpg
PHX,Phoenix,Phoenix,USA,"['los-angeles', 'new-york-city', 'washington', 'las-vegas', 'bangkok', 'san-diego', 'chicago', 'seattle', 'dushanbe', 'cartagena', 'des-moines', 'lisbon', 'los-angeles', 'san-francisco', 'portland', 'chicago', 'washington', 'new-york-city', 'cartagena', 'london', 'amsterdam', 'lisbon', 'paris', 'tokyo', 'barcelona', 'rome', 'bangkok']",https://nomadlist.com/assets/img/cities/phoenix-az-united-states-500px.jpg
PMI,Palma,Palma Mallorca,Spain,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
POS,Piarco International,Port Of Spain,Trinidad and Tobago,"['toronto', 'windhoek', 'toronto', 'lisbon', 'san-francisco', 'paris', 'rome', 'gothenburg', 'berlin', 'split', 'stockholm', 'budapest', 'kyoto', 'bangkok', 'jakarta', 'bandung', 'surabaya']",https://nomadlist.com/assets/img/cities/port-of-spain-trinidad-and-tobago-500px.jpg
PRG,Prague Ruzyne International Airport,Prague,Czech Republic,"['berlin', 'budapest', 'vienna', 'barcelona', 'london', 'paris', 'amsterdam', 'munich', 'new-york-city', 'krakow', 'belgrade', 'bangkok', 'vienna', 'berlin', 'budapest', 'amsterdam', 'paris', 'london', 'barcelona', 'lisbon', 'new-york-city', 'chiang-mai', 'bangkok', 'san-francisco', 'kuala-lumpur', 'los-angeles', 'singapore']",https://nomadlist.com/assets/img/cities/prague-czechia-500px.jpg
PSA,Pisa,Pisa,Italy,"['florence', 'paris', 'barcelona', 'amsterdam', 'krakow', 'quebec-city', 'chiang-mai', 'rio-de-janeiro', 'rome', 'nantes', 'kiev', 'florence', 'venice', 'rome', 'vienna', 'barcelona', 'budapest', 'paris', 'berlin', 'london', 'porto', 'dublin', 'lisbon', 'chiang-mai', 'bangkok', 'san-francisco']",https://nomadlist.com/assets/img/cities/pisa-italy-500px.jpg
PUJ,Punta Cana International,Punta Cana,Dominican Republic,"['santo-domingo', 'new-york-city', 'lisbon', 'london', 'new-orleans', 'tokyo', 'toronto', 'calgary', 'prague', 'san-juan', 'philadelphia', 'berlin', 'new-york-city', 'los-angeles', 'san-francisco', 'lisbon', 'madrid', 'london', 'barcelona', 'paris', 'amsterdam', 'berlin', 'prague', 'tokyo', 'hong-kong', 'bangkok', 'singapore']",https://nomadlist.com/assets/img/cities/punta-cana-dominican-republic-500px.jpg
PVG,Shanghai Pu Dong,Shanghai,China,"['beijing', 'hong-kong', 'guangzhou', 'tokyo', 'seoul', 'chiang-mai', 'hangzhou', 'singapore', 'shenzhen', 'bangkok', 'taipei', 'kuala-lumpur', 'seoul', 'beijing', 'hong-kong', 'tokyo', 'chiang-mai', 'ho-chi-minh-city', 'bangkok', 'kuala-lumpur', 'singapore', 'berlin', 'amsterdam', 'london', 'paris', 'barcelona', 'new-york-city']",https://nomadlist.com/assets/img/cities/shanghai-china-500px.jpg
RAK,Marrakech,Marrakech,Morocco,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
REK,Reykjavik - All Airports,Reykjavik,Iceland,"['london', 'new-york-city', 'malmo', 'berlin', 'paris', 'san-francisco', 'copenhagen', 'boston', 'stockholm', 'helsinki', 'barcelona', 'amsterdam', 'london', 'amsterdam', 'paris', 'berlin', 'madrid', 'lisbon', 'barcelona', 'budapest', 'athens', 'new-york-city', 'san-francisco', 'tokyo', 'chiang-mai', 'bangkok', 'singapore']",https://nomadlist.com/assets/img/cities/reykjavik-iceland-500px.jpg
RIO,Rio De Janeiro - All Airports,Rio De Janeiro,Brazil,"['sao-paulo', 'buenos-aires', 'salvador', 'santiago', 'medellin', 'london', 'belo-horizonte', 'san-francisco', 'new-york-city', 'florianopolis', 'lima', 'boston', 'sao-paulo', 'buenos-aires', 'santiago', 'lisbon', 'new-york-city', 'barcelona', 'paris', 'london', 'amsterdam', 'prague', 'budapest', 'berlin', 'los-angeles', 'san-francisco', 'bangkok']",https://nomadlist.com/assets/img/cities/rio-de-janeiro-brazil-500px.jpg
ROM,Rome - All Airports,Rome,Italy,"['florence', 'vatican-city', 'naples', 'lisbon', 'barcelona', 'paris', 'venice', 'berlin', 'milan', 'madrid', 'new-york-city', 'athens', 'florence', 'budapest', 'barcelona', 'prague', 'paris', 'berlin', 'amsterdam', 'madrid', 'london', 'lisbon', 'new-york-city', 'chiang-mai', 'bangkok', 'san-francisco', 'los-angeles']",https://nomadlist.com/assets/img/cities/rome-italy-500px.jpg
RTM,Rotterdam,Rotterdam,Netherlands,"['amsterdam', 'berlin', 'paris', 'brussels', 'barcelona', 'birmingham', 'the-hague', 'london', 'frankfurt', 'munich', 'milan', 'leiden', 'amsterdam', 'london', 'frankfurt', 'paris', 'berlin', 'copenhagen', 'prague', 'vienna', 'barcelona', 'palma', 'madrid', 'new-york-city', 'san-francisco', 'los-angeles', 'tokyo']",https://nomadlist.com/assets/img/cities/rotterdam-netherlands-500px.jpg
RUH,Riyadh King Khalid International,Riyadh,Saudi Arabia,"['dubai', 'beirut', 'jeddah', 'london', 'ubud', 'brighton', 'rome', 'munich', 'casablanca', 'tokyo', 'new-york-city', 'manama', 'jeddah', 'dubai', 'beirut', 'frankfurt', 'london', 'macau', 'kyoto', 'tokyo', 'new-york-city', 'miami', 'houston', 'san-francisco', 'las-vegas', 'los-angeles']",https://nomadlist.com/assets/img/cities/riyadh-saudi-arabia-500px.jpg
SAN,San Diego,San Diego,USA,"['los-angeles', 'san-francisco', 'new-york-city', 'las-vegas', 'seattle', 'london', 'chicago', 'portland', 'austin', 'tijuana', 'mexico-city', 'paris', 'los-angeles', 'las-vegas', 'san-francisco', 'austin', 'chicago', 'new-york-city', 'boston', 'london', 'amsterdam', 'paris', 'berlin', 'prague', 'barcelona', 'chiang-mai', 'bangkok']",https://nomadlist.com/assets/img/cities/san-diego-ca-united-states-500px.jpg
SAO,Sao Paulo - All Airports,Sao Paulo,Brazil,"['rio-de-janeiro', 'buenos-aires', 'new-york-city', 'lisbon', 'florianopolis', 'salvador', 'brasilia', 'los-angeles', 'mexico-city', 'vancouver', 'curitiba', 'fortaleza', 'rio-de-janeiro', 'buenos-aires', 'santiago', 'mexico-city', 'new-york-city', 'lisbon', 'barcelona', 'paris', 'london', 'amsterdam', 'prague', 'berlin', 'budapest', 'san-francisco', 'bangkok']",https://nomadlist.com/assets/img/cities/sao-paulo-brazil-500px.jpg
SCL,Santiago,Santiago,Chile,"['buenos-aires', 'lima', 'san-pedro-de-atacama', 'valparaiso', 'rio-de-janeiro', 'cusco-peru', 'sao-paulo', 'medellin', 'barcelona', 'montevideo', 'mexico-city', 'vina-del-mar', 'buenos-aires', 'cusco-peru', 'lima', 'rio-de-janeiro', 'mexico-city', 'new-york-city', 'los-angeles', 'san-francisco', 'barcelona', 'paris', 'london', 'amsterdam', 'prague', 'berlin', 'bangkok']",https://nomadlist.com/assets/img/cities/santiago-chile-500px.jpg
SEA,Seattle,Seattle,USA,"['san-francisco', 'portland', 'vancouver', 'new-york-city', 'san-diego', 'los-angeles', 'chicago', 'austin', 'boston', 'london', 'denver', 'victoria', 'vancouver', 'portland', 'san-francisco', 'los-angeles', 'chicago', 'new-york-city', 'london', 'amsterdam', 'paris', 'berlin', 'prague', 'barcelona', 'chiang-mai', 'bangkok', 'singapore']",https://nomadlist.com/assets/img/cities/seattle-wa-united-states-500px.jpg
SEL,Seoul - All Airports,Seoul,Republic of Korea,"['tokyo', 'hong-kong', 'busan', 'bangkok', 'jeju-island', 'chiang-mai', 'shanghai', 'taipei', 'amsterdam', 'osaka', 'san-francisco', 'london', 'tokyo', 'taipei', 'hong-kong', 'chiang-mai', 'bangkok', 'kuala-lumpur', 'singapore', 'berlin', 'amsterdam', 'london', 'paris', 'san-francisco', 'los-angeles', 'barcelona', 'new-york-city']",https://nomadlist.com/assets/img/cities/seoul-south-korea-500px.jpg
SEZ,Seychelles,Mahe Island,Seychelles,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
SFO,San Francisco,San Francisco,USA,"['new-york-city', 'los-angeles', 'las-vegas', 'london', 'seattle', 'portland', 'mexico-city', 'chicago', 'san-diego', 'bangkok', 'vancouver', 'boston', 'los-angeles', 'las-vegas', 'new-york-city', 'boston', 'tokyo', 'london', 'amsterdam', 'paris', 'berlin', 'lisbon', 'prague', 'barcelona', 'budapest', 'hong-kong', 'bangkok']",https://nomadlist.com/assets/img/cities/san-francisco-ca-united-states-500px.jpg
SHA,Shanghai - All Airports,Shanghai,China,"['beijing', 'hong-kong', 'guangzhou', 'tokyo', 'seoul', 'chiang-mai', 'hangzhou', 'singapore', 'shenzhen', 'bangkok', 'taipei', 'kuala-lumpur', 'seoul', 'beijing', 'hong-kong', 'tokyo', 'chiang-mai', 'ho-chi-minh-city', 'bangkok', 'kuala-lumpur', 'singapore', 'berlin', 'amsterdam', 'london', 'paris', 'barcelona', 'new-york-city']",https://nomadlist.com/assets/img/cities/shanghai-china-500px.jpg
SIN,Singapore,Singapore,Singapore,"['canggu', 'bangkok', 'kuala-lumpur', 'ubud', 'chiang-mai', 'hong-kong', 'london', 'ho-chi-minh-city', 'taipei', 'george-town-penang-malaysia', 'phuket', 'melbourne', 'kuala-lumpur', 'ho-chi-minh-city', 'bangkok', 'canggu', 'ubud', 'chiang-mai', 'hong-kong', 'tokyo', 'berlin', 'amsterdam', 'paris', 'london', 'barcelona', 'san-francisco', 'new-york-city']",https://nomadlist.com/assets/img/cities/singapore-singapore-500px.jpg
SJC,San Jose International Airport,San Jose,USA,"['san-francisco', 'paris', 'new-york-city', 'san-diego', 'honolulu', 'las-vegas', 'graz', 'sydney', 'puerto-vallarta', 'bangkok', 'raleigh', 'berlin', 'san-francisco', 'los-angeles', 'las-vegas', 'new-york-city', 'tokyo', 'london', 'stockholm', 'amsterdam', 'copenhagen', 'paris', 'lisbon', 'berlin', 'prague', 'barcelona', 'singapore']",https://nomadlist.com/assets/img/cities/san-jose-ca-united-states-500px.jpg
SJO,Sanjose,San Jose,Costa Rica,"['san-francisco', 'paris', 'new-york-city', 'san-diego', 'honolulu', 'las-vegas', 'graz', 'sydney', 'puerto-vallarta', 'bangkok', 'raleigh', 'berlin', 'san-francisco', 'los-angeles', 'las-vegas', 'new-york-city', 'tokyo', 'london', 'stockholm', 'amsterdam', 'copenhagen', 'paris', 'lisbon', 'berlin', 'prague', 'barcelona', 'singapore']",https://nomadlist.com/assets/img/cities/san-jose-ca-united-states-500px.jpg
SKB,Robert L Bradshaw International,St Kitts,St Kitts and Nevis,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
SKG,Thessaloniki,Thessaloniki,Greece,"['athens', 'sofia', 'tirana', 'krakow', 'warsaw', 'boston', 'skopje', 'porto', 'vienna', 'bangkok', 'budapest', 'plovdiv', 'sofia', 'athens', 'budapest', 'vienna', 'prague', 'berlin', 'barcelona', 'paris', 'amsterdam', 'london', 'lisbon', 'new-york-city', 'bangkok', 'kuala-lumpur', 'san-francisco']",https://nomadlist.com/assets/img/cities/thessaloniki-greece-500px.jpg
SLU,St Lucia - All Airports,St Lucia,St Lucia,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
SOF,Sofia Vrazhdebna,Sofia,Bulgaria,"['belgrade', 'istanbul', 'bansko', 'athens', 'plovdiv', 'london', 'paris', 'chiang-mai', 'barcelona', 'lyon', 'bucharest', 'nis', 'belgrade', 'istanbul', 'athens', 'budapest', 'prague', 'berlin', 'barcelona', 'paris', 'london', 'lisbon', 'chiang-mai', 'new-york-city', 'bangkok', 'kuala-lumpur', 'san-francisco']",https://nomadlist.com/assets/img/cities/sofia-bulgaria-500px.jpg
STO,Stockholm - All Airports,Stockholm,Sweden,"['berlin', 'copenhagen', 'gothenburg', 'helsinki', 'london', 'amsterdam', 'oslo', 'bangkok', 'tallinn', 'barcelona', 'paris', 'stuttgart', 'copenhagen', 'berlin', 'amsterdam', 'budapest', 'london', 'paris', 'rome', 'barcelona', 'lisbon', 'new-york-city', 'tokyo', 'hong-kong', 'bangkok', 'san-francisco', 'singapore']",https://nomadlist.com/assets/img/cities/stockholm-sweden-500px.jpg
STR,Stuttgart,Stuttgart,Germany,"['berlin', 'stockholm', 'san-francisco', 'bangkok', 'los-angeles', 'amsterdam', 'cologne', 'helsinki', 'medellin', 'aachen', 'warsaw', 'porto', 'cologne', 'berlin', 'nice', 'stockholm', 'riga', 'lisbon', 'new-york-city', 'salt-lake-city', 'austin', 'san-francisco', 'los-angeles', 'santa-teresa', 'singapore', 'canggu']",https://nomadlist.com/assets/img/cities/stuttgart-germany-500px.jpg
SVQ,Seville,Seville,Spain,"['granada', 'barcelona', 'madrid', 'malaga', 'lisbon', 'paris', 'marrakesh', 'cordoba', 'london', 'tarifa', 'bilbao', 'gibraltar', 'malaga', 'granada', 'lisbon', 'madrid', 'barcelona', 'paris', 'london', 'rome', 'amsterdam', 'berlin', 'budapest', 'san-francisco', 'chiang-mai', 'bangkok', 'kuala-lumpur']",https://nomadlist.com/assets/img/cities/seville-spain-500px.jpg
SYD,Sydney,Sydney,Australia,"['melbourne', 'auckland', 'brisbane', 'singapore', 'vienna', 'canggu', 'perth', 'tokyo', 'los-angeles', 'london', 'san-francisco', 'hobart', 'melbourne', 'brisbane', 'ubud', 'singapore', 'hong-kong', 'bangkok', 'tokyo', 'chiang-mai', 'san-francisco', 'new-york-city', 'berlin', 'amsterdam', 'paris', 'london', 'barcelona']",https://nomadlist.com/assets/img/cities/sydney-australia-500px.jpg
SZG,Salzburg,Salzburg,Austria,"['vienna', 'munich', 'graz', 'bern', 'prague', 'nottingham', 'london', 'bratislava', 'cologne', 'porto', 'el-gouna', 'sheffield', 'munich', 'vienna', 'prague', 'budapest', 'berlin', 'brussels', 'amsterdam', 'paris', 'london', 'new-york-city', 'chiang-mai', 'bangkok', 'hong-kong', 'tokyo', 'san-francisco']",https://nomadlist.com/assets/img/cities/salzburg-austria-500px.jpg
TCI,Tenerife - All Airports,Tenerife,Spain,"['barcelona', 'budapest', 'madrid', 'milan', 'valencia', 'las-palmas', 'berlin', 'krakow', 'edinburgh', 'amsterdam', 'lyon', 'bangkok', 'lisbon', 'madrid', 'barcelona', 'paris', 'london', 'milan', 'rome', 'amsterdam', 'prague', 'berlin', 'budapest', 'new-york-city', 'bangkok', 'ho-chi-minh-city', 'kuala-lumpur']",https://nomadlist.com/assets/img/cities/tenerife-canary-islands-spain-500px.jpg
TFS,Tenerife-Sur Reina Sofia,Tenerife,Spain,"['barcelona', 'budapest', 'madrid', 'milan', 'valencia', 'las-palmas', 'berlin', 'krakow', 'edinburgh', 'amsterdam', 'lyon', 'bangkok', 'lisbon', 'madrid', 'barcelona', 'paris', 'london', 'milan', 'rome', 'amsterdam', 'prague', 'berlin', 'budapest', 'new-york-city', 'bangkok', 'ho-chi-minh-city', 'kuala-lumpur']",https://nomadlist.com/assets/img/cities/tenerife-canary-islands-spain-500px.jpg
TIA,Tirana Nene Tereza International,Tirana,Albania,"['paris', 'skopje', 'pristina', 'bari', 'istanbul', 'podgorica', 'budapest', 'frankfurt', 'sofia', 'milan', 'krakow', 'leipzig', 'sofia', 'belgrade', 'athens', 'bucharest', 'budapest', 'vienna', 'prague', 'berlin', 'barcelona', 'paris', 'amsterdam', 'london', 'lisbon', 'kuala-lumpur', 'singapore']",https://nomadlist.com/assets/img/cities/tirana-albania-500px.jpg
TLS,Toulouse Blagnac,Toulouse,France,"['madrid', 'paris', 'london', 'barcelona', 'berlin', 'rouen', 'warsaw', 'montpellier', 'bordeaux', 'lisbon', 'nantes', 'malaga', 'barcelona', 'madrid', 'paris', 'luxembourg', 'london', 'seville', 'amsterdam', 'prague', 'vienna', 'berlin', 'edinburgh', 'budapest', 'las-palmas', 'boston', 'new-york-city']",https://nomadlist.com/assets/img/cities/toulouse-france-500px.jpg
TLV,Tel Aviv,Tel Aviv Yafo,Israel,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
TPA,Tampa,Tampa,USA,"['austin', 'minneapolis', 'san-antonio', 'madison', 'fort-lauderdale', 'key-west', 'dallas', 'ankara', 'mexico-city', 'new-orleans', 'ko-phi-phi', 'las-vegas', 'miami', 'new-orleans', 'washington', 'austin', 'new-york-city', 'toronto', 'mexico-city', 'medellin', 'san-francisco', 'london', 'paris', 'amsterdam', 'berlin', 'prague', 'tokyo']",https://nomadlist.com/assets/img/cities/tampa-fl-united-states-500px.jpg
TRN,Turin,Turin,Italy,"['florence', 'venice', 'milan', 'barcelona', 'sliema', 'split', 'rome', 'hong-kong', 'poznan', 'verona', 'san-jose', 'sofia', 'florence', 'paris', 'barcelona', 'brussels', 'prague', 'amsterdam', 'budapest', 'london', 'berlin', 'dublin', 'lisbon', 'new-york-city', 'bangkok', 'san-francisco', 'tokyo']",https://nomadlist.com/assets/img/cities/turin-italy-500px.jpg
TXL,Berlin Tegel,Berlin,Germany,"['prague', 'amsterdam', 'london', 'cologne', 'stockholm', 'budapest', 'barcelona', 'vienna', 'hamburg', 'paris', 'munich', 'copenhagen', 'prague', 'munich', 'vienna', 'amsterdam', 'budapest', 'paris', 'london', 'barcelona', 'lisbon', 'new-york-city', 'chiang-mai', 'bangkok', 'tokyo', 'san-francisco', 'singapore']",https://nomadlist.com/assets/img/cities/berlin-germany-500px.jpg
TYO,Tokyo - All Airports,Tokyo,Japan,"['kyoto', 'osaka', 'seoul', 'bangkok', 'taipei', 'hong-kong', 'los-angeles', 'singapore', 'san-francisco', 'new-york-city', 'amsterdam', 'chiang-mai', 'kyoto', 'osaka', 'seoul', 'hong-kong', 'chiang-mai', 'bangkok', 'singapore', 'kuala-lumpur', 'san-francisco', 'los-angeles', 'berlin', 'amsterdam', 'london', 'paris', 'new-york-city']",https://nomadlist.com/assets/img/cities/tokyo-japan-500px.jpg
UVF,St Lucia,St Lucia,St Lucia,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
VCE,Venice,Venice,Italy,"['florence', 'rome', 'milan', 'bologna', 'vienna', 'paris', 'barcelona', 'prague', 'london', 'berlin', 'brussels', 'budapest', 'florence', 'milan', 'rome', 'vienna', 'prague', 'budapest', 'berlin', 'paris', 'barcelona', 'amsterdam', 'london', 'new-york-city', 'chiang-mai', 'bangkok', 'san-francisco']",https://nomadlist.com/assets/img/cities/venice-italy-500px.jpg
VIE,Vienna,Vienna,Austria,"['budapest', 'prague', 'bratislava', 'berlin', 'dublin', 'new-york-city', 'graz', 'sydney', 'paris', 'munich', 'san-francisco', 'amsterdam', 'budapest', 'prague', 'munich', 'berlin', 'rome', 'brussels', 'amsterdam', 'paris', 'london', 'barcelona', 'lisbon', 'new-york-city', 'bangkok', 'tokyo', 'san-francisco']",https://nomadlist.com/assets/img/cities/vienna-austria-500px.jpg
VLC,Valencia,Valencia,Spain,"['barcelona', 'madrid', 'lisbon', 'ibiza', 'seville', 'budapest', 'paris', 'granada', 'alicante', 'prague', 'sofia', 'london', 'madrid', 'barcelona', 'lisbon', 'paris', 'london', 'amsterdam', 'prague', 'berlin', 'budapest', 'new-york-city', 'chiang-mai', 'san-francisco', 'bangkok', 'kuala-lumpur', 'singapore']",https://nomadlist.com/assets/img/cities/valencia-spain-500px.jpg
VRN,Verona,Verona,Italy,"['venice', 'bologna', 'trento', 'toronto', 'kuala-lumpur', 'lisbon', 'seoul', 'sliema', 'treviso', 'moscow', 'portsmouth', 'basel', 'venice', 'milan', 'rome', 'vienna', 'prague', 'budapest', 'paris', 'brussels', 'berlin', 'barcelona', 'amsterdam', 'warsaw', 'london', 'stockholm', 'new-york-city']",https://nomadlist.com/assets/img/cities/verona-italy-500px.jpg
WAS,Washington - All Airports,Washington,USA,"['new-york-city', 'boston', 'san-francisco', 'chicago', 'los-angeles', 'detroit', 'london', 'mexico-city', 'toronto', 'buenos-aires', 'baltimore', 'vancouver', 'new-york-city', 'boston', 'chicago', 'los-angeles', 'san-francisco', 'london', 'paris', 'amsterdam', 'barcelona', 'berlin', 'prague', 'vienna', 'istanbul', 'tokyo', 'bangkok']",https://nomadlist.com/assets/img/cities/washington-dc-united-states-500px.jpg
WAW,Frederic Chopin,Warsaw,Poland,"['krakow', 'berlin', 'london', 'vilnius', 'barcelona', 'kiev', 'budapest', 'paris', 'lisbon', 'prague', 'bangkok', 'wroclaw', 'krakow', 'prague', 'berlin', 'budapest', 'amsterdam', 'rome', 'paris', 'london', 'barcelona', 'lisbon', 'new-york-city', 'bangkok', 'tokyo', 'kuala-lumpur', 'san-francisco']",https://nomadlist.com/assets/img/cities/warsaw-poland-500px.jpg
YMQ,Montreal - All Airports,Montreal,Canada,"['toronto', 'new-york-city', 'vancouver', 'quebec-city', 'paris', 'san-francisco', 'boston', 'lisbon', 'ottawa', 'bangkok', 'seattle', 'hong-kong', 'toronto', 'new-york-city', 'vancouver', 'san-francisco', 'london', 'lisbon', 'amsterdam', 'paris', 'barcelona', 'berlin', 'tokyo', 'hong-kong', 'chiang-mai', 'bangkok', 'singapore']",https://nomadlist.com/assets/img/cities/montreal-canada-500px.jpg
YTO,Toronto - All Airports,Toronto,Canada,"['montreal', 'vancouver', 'new-york-city', 'london', 'ottawa', 'los-angeles', 'san-francisco', 'chicago', 'quebec-city', 'amsterdam', 'calgary', 'detroit', 'montreal', 'new-york-city', 'vancouver', 'los-angeles', 'san-francisco', 'london', 'amsterdam', 'paris', 'barcelona', 'berlin', 'tokyo', 'hong-kong', 'chiang-mai', 'bangkok', 'singapore']",https://nomadlist.com/assets/img/cities/toronto-canada-500px.jpg
YUL,Montreal - Dorval,Montreal,Canada,"['toronto', 'new-york-city', 'vancouver', 'quebec-city', 'paris', 'san-francisco', 'boston', 'lisbon', 'ottawa', 'bangkok', 'seattle', 'hong-kong', 'toronto', 'new-york-city', 'vancouver', 'san-francisco', 'london', 'lisbon', 'amsterdam', 'paris', 'barcelona', 'berlin', 'tokyo', 'hong-kong', 'chiang-mai', 'bangkok', 'singapore']",https://nomadlist.com/assets/img/cities/montreal-canada-500px.jpg
YVR,Vancouver,Vancouver,Canada,"['seattle', 'toronto', 'new-york-city', 'san-francisco', 'portland', 'los-angeles', 'bangkok', 'london', 'calgary', 'tokyo', 'edmonton', 'montreal', 'seattle', 'portland', 'san-francisco', 'los-angeles', 'toronto', 'new-york-city', 'tokyo', 'london', 'amsterdam', 'paris', 'berlin', 'madrid', 'rome', 'chiang-mai', 'bangkok']",https://nomadlist.com/assets/img/cities/vancouver-canada-500px.jpg
YYC,Calgary,Calgary,Canada,"['vancouver', 'banff', 'toronto', 'seattle', 'taipei', 'san-francisco', 'saskatoon', 'montreal', 'chiang-mai', 'london', 'orlando', 'tampa', 'banff', 'vancouver', 'seattle', 'san-francisco', 'los-angeles', 'toronto', 'montreal', 'new-york-city', 'orlando', 'london', 'paris', 'berlin', 'madrid', 'barcelona', 'chiang-mai']",https://nomadlist.com/assets/img/cities/calgary-canada-500px.jpg
YYZ,Toronto Lester B Pearson International,Toronto,Canada,"['montreal', 'vancouver', 'new-york-city', 'london', 'ottawa', 'los-angeles', 'san-francisco', 'chicago', 'quebec-city', 'amsterdam', 'calgary', 'detroit', 'montreal', 'new-york-city', 'vancouver', 'los-angeles', 'san-francisco', 'london', 'amsterdam', 'paris', 'barcelona', 'berlin', 'tokyo', 'hong-kong', 'chiang-mai', 'bangkok', 'singapore']",https://nomadlist.com/assets/img/cities/toronto-canada-500px.jpg
ZAG,Zagreb Franjo Tudman,Zagreb,Croatia,"['split', 'ljubljana', 'belgrade', 'budapest', 'berlin', 'bangkok', 'zadar', 'vienna', 'rome', 'banja-luka', 'prague', 'osijek', 'split', 'vienna', 'budapest', 'belgrade', 'prague', 'berlin', 'amsterdam', 'barcelona', 'london', 'lisbon', 'new-york-city', 'chiang-mai', 'bangkok', 'kuala-lumpur', 'singapore']",https://nomadlist.com/assets/img/cities/zagreb-croatia-500px.jpg
ZRH,Zurich,Zurich,Switzerland,"['berlin', 'london', 'prague', 'budapest', 'paris', 'florence', 'dusseldorf', 'bangkok', 'milan', 'chiang-mai', 'munich', 'geneva', 'paris', 'prague', 'vienna', 'amsterdam', 'berlin', 'london', 'budapest', 'barcelona', 'lisbon', 'new-york-city', 'bangkok', 'hong-kong', 'san-francisco', 'tokyo', 'singapore']",https://nomadlist.com/assets/img/cities/zurich-switzerland-500px.jpg
HDW,Hedwig Airport,Hogwarts,United Kingdom,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
MOR,Mordor Airport,Mordor,Middle Earth,[],http://logok.org/wp-content/uploads/2014/04/British-Airways-logo-ribbon-logo.png
